Restaurant,ID,Rating,Reviews,Price,City,State,ZipCode,Category
Kam Hing Coffee Shop,nOCjslrdcKBQQYgD5qUs9Q,4.5,589,1,New York,NY,10013,Bakeries
Gaia Italian Café,jdNdy-MwBtnXoBGC_JVvwQ,4.5,899,1,New York,NY,10002,Italian
Absolute Bagels,JV5oa5-KGdiWnqrKPoxSug,4.5,1185,1,New York,NY,10025,Bakeries
Frisson Espresso,HjGjGy3JhhRFcR7MaQLrjA,4.5,588,1,New York,NY,10036,Coffee & Tea
Go! Go! Curry!,eRtceh_W_yniAfCqJni5Bg,4.0,1352,1,New York,NY,10018,Japanese Curry
Los Mariscos,L3REPLCvQpMapYPd_fkS-A,4.5,419,1,New York,NY,10011,Seafood
Levain Bakery,H4jJ7XB3CetIr1pg56CczQ,4.5,6924,2,New York,NY,10023,Bakeries
Ippudo NY,44SY464xDHbvOcjDzRbKkQ,4.0,9515,2,New York,NY,10003,Ramen
Katz's Delicatessen,V7lXZKBDzScDeGB8JmnzSA,4.0,9865,2,New York,NY,10002,Delis
Burger & Lobster,UA2M9QFZghe-9th2KwLoWQ,4.0,4512,2,New York,NY,10011,Seafood
Doughnut Plants,lWOkeS-wV4no8qqA9OwwEg,4.5,3054,2,New York,NY,10002,Donuts
Shake Shack,FEVQpbOPOwAPNIgO7D3xxw,4.0,5462,2,New York,NY,10010,Burgers
Clinton Street Baking Company,nU4XBdvxDABXqZ6CnB8Dig,4.0,4324,2,New York,NY,10002,Bakeries
Two Little Red Hens,UGECJrPSWy0n7PXykBBWAQ,4.5,2281,2,New York,NY,10028,Bakeries
Eataly,a0IET3_yCFcO36OqGSsisg,4.0,5073,2,New York,NY,10010,Italian
Dominique Ansel Bakery,ga6sRtE0l85iftw_5-W84Q,4.0,3844,2,New York,NY,10012,Bakeries
Lombardi's Pizza,WIhm0W9197f_rRtDziq5qQ,4.0,5638,2,New York,NY,10012,Pizza
Totto Ramen,-134ZvJ4lgiqx-sjRBWQ9g,4.0,4965,2,New York,NY,10019,Ramen
Juliana's Pizza,ysqgdbSrezXgVwER2kQWKA,4.5,1798,2,Brooklyn,NY,11201,Pizza
Joe's Shanghai,0CjK3esfpFcxIopebzjFxA,4.0,5402,2,New York,NY,10013,Shanghainese
LoveMama,jjJc_CrkB2HodEinB6cWww,4.0,3313,2,New York,NY,10003,Thai
Amélie,ETgJqJHV7BW6pIr9Ox74sA,4.5,2176,2,New York,NY,10011,French
Russ & Daughters,VrCCr45dhN-RRM107iptdg,4.5,1840,2,New York,NY,10002,Bagels
Jacob's Pickles,xt4sa64WOrpJvZBDPNPNYg,4.0,3293,2,New York,NY,10024,Comfort Food
Upstate,ehUuSk5gPTCQmwS_ubgKRA,4.5,1594,2,New York,NY,10003,Seafood
Spot Dessert Bar,ikazsJps1k-Br2FbunwCtg,4.0,2676,2,New York,NY,10003,Desserts
Ippudo Westside,TN4RnyqHMSupRFot4Q-_EA,4.0,3242,2,New York,NY,10019,Ramen
Thai Villa,B3_K2kUVbYOU0VaLcj_LTw,4.5,1953,2,New York,NY,10003,Thai
Caracas Arepa Bar,iBm8YTqNwrddsxWdqLPK-A,4.0,2476,2,New York,NY,10009,Venezuelan
Cafe Habana,NOh24SMS6k4pzNv8Ds7KDg,4.0,3055,2,New York,NY,10012,Cuban
Molly's Cupcakes,Hs1TH_4FpyzbX6_J5r1XXg,4.5,1532,2,New York,NY,10014,Bakeries
Angel's Share,ZD22cMZvSmfNsXS9vKizGA,4.5,1940,2,New York,NY,10003,Cocktail Bars
Rice To Riches,HxC2ZN010NxAFwjTqUVpzw,4.0,2838,2,New York,NY,10012,Desserts
Doughnut Plant,XskangHFq3JD9klJFuGH8w,4.0,2340,2,New York,NY,10011,Donuts
The Boil,tiSw-6DIm3-mMORyEIOVyg,4.5,1688,2,New York,NY,10002,Cajun/Creole
Up Thai,-OixbLnFLCzQclxCSbUQ8w,4.5,1798,2,New York,NY,10021,Thai
Ample Hills Creamery,j051L3Ehkt8bPrO3YnEc1Q,4.5,1256,2,Brooklyn,NY,11238,Ice Cream & Frozen Yogurt
Izakaya MEW,klAhw3xLQi9GF1tf_HnS7w,4.0,1871,2,New York,NY,10001,Tapas Bars
The Meatball Shop,P4hm-IKNMbBbtfWSvPf25A,4.0,2675,2,New York,NY,10002,Italian
Junior's Restaurant & Bakery - 45th St.,U5hCNNyJmb7f3dmC1HTzSQ,4.0,3699,2,New York,NY,10036,Bakeries
Jane,uoT2_Wrt1noD6kZOID7tUg,4.0,2940,2,New York,NY,10012,Breakfast & Brunch
Carmine's Italian Restaurant - Times Square,22nKUyCIbpnzR6R3_g1ptQ,4.0,3151,2,New York,NY,10036,Italian
Rubirosa,WG639VkTjmK5dzydd1BBJA,4.0,1699,2,New York,NY,10012,Italian
Pure Thai Cookhouse,MhceeLrM2_3mcKw5EGLY6A,4.0,2248,2,New York,NY,10019,Thai
Grimaldi's,2ggi1luerd3Mf_C82JvCYg,3.5,4385,2,Brooklyn,NY,11201,Pizza
Max Brenner - New York,vbvtWBbO3Q-Q15w7aHxgVg,3.5,4227,2,New York,NY,10003,Chocolatiers & Shops
Di Fara Pizza,C8j0q4Ma_S5hBGuAI-aaww,4.0,3007,2,Brooklyn,NY,11230,Pizza
Thursday Kitchen,fVbUVAiLiGgLA_nxBFxyww,4.5,966,2,New York,NY,10009,Korean
Roberta's,FhXjAc6nKLf414KxYujUHw,4.0,2473,2,Brooklyn,NY,11206,Pizza
Bogota Latin Bistro,96svxj2NIOrba2fBMZAqOQ,4.0,1946,2,Brooklyn,NY,11217,Gluten-Free
Coffee Project NY,pimuUR-TEHIjUla3S3jemQ,4.5,593,2,New York,NY,10003,Coffee & Tea
Grace Street,MKYhiSeXjahxh9O4Gqnimw,4.0,1785,2,New York,NY,10001,Coffee & Tea
Veniero's,VtJd1l64kqUUyWacwK0J2Q,4.0,1835,2,New York,NY,10003,Bakeries
Beyond Sushi,FoR70YoGSb4_QavCe1WZEw,4.5,885,2,New York,NY,10003,Sushi Bars
Bea,Rc1lxc5lSKJYd162JHNMfQ,4.0,1959,2,New York,NY,10036,American (New)
Stumptown Coffee Roasters,sSQ3dtC8nbfeT6srFiiIlA,4.5,1342,2,New York,NY,10001,Coffee & Tea
Buddakan,nI1UYDCYUTt23TpGxqnLKg,4.0,3563,3,New York,NY,10011,Chinese
Club A Steakhouse,A_YpTLbAlEqeLVSs9bxbEA,4.5,2273,3,New York,NY,10022,Steakhouses
ABC Kitchen,dMhRafXdr765DHe0k-QfaQ,4.0,2762,3,New York,NY,10003,American (New)
Traif,qLLxS7RwNEjP_jq_KQrPfA,4.5,1774,3,Brooklyn,NY,11211,American (New)
L'Artusi,rp8S7scxOkVVeG7dNneMGQ,4.5,1554,3,New York,NY,10014,Italian
Ladurée Madison Ave,_DcfYjnGffQI3iP1Be0kdA,4.5,1789,3,New York,NY,10021,Macarons
Beauty & Essex,pfmAcS-g6SiNG0KlLvrqnA,4.0,2913,3,New York,NY,10002,American (New)
Balthazar Restaurant,KgpOYAG-r_eDsQXFXt0nnQ,4.0,2756,3,New York,NY,10012,French
La Sirene,FiRB9Ek3Xo9JHwXgBYITYg,4.5,1507,3,New York,NY,10013,French
Scarpetta,raqwXUBlnc0e8c7CYmxEJQ,4.0,1711,3,New York,NY,10016,Italian
Sakagura,7iY35991NhQ1AShJZCNZgA,4.0,1651,3,New York,NY,10017,Japanese
ilili,B55Ocx5RBWxo6AGSucYSIA,4.0,2153,3,New York,NY,10001,Mediterranean
Minetta Tavern,PYcL2z9gHj6-ZTlViT9Nqw,4.0,2016,3,New York,NY,10012,French
Momofuku Ssam Bar,1Ed-tb_0dBGrXfsYyehmvg,4.0,2281,3,New York,NY,10003,American (New)
Raines Law Room,J4pAppaiXwCkbLOGc4wHww,4.5,1296,3,New York,NY,10011,Lounges
The Stanton Social,GXW2ADbOJKLry33sRaH9mw,4.0,2699,3,New York,NY,10002,Lounges
Aquagrill,IUvJ8jmojYu1FsOQ0PfFcg,4.0,1262,3,New York,NY,10012,Seafood
The NoMad Restaurant,1z5Nu66M6W8mk5Ap4osZwA,4.0,1349,3,New York,NY,10001,French
Gyu-Kaku Japanese BBQ,bB8dHfAEJrF5tNcHr0yJjA,4.0,1532,3,New York,NY,10003,Japanese
Pylos,7xV4gzrgaOgQYtPC3FBZig,4.5,1048,3,New York,NY,10009,Greek
Bohemian Restaurant,8fr5FYU1ip0phERt1mrekg,4.5,675,3,New York,NY,10012,Japanese
The Little Owl,q1uIqB8PvyCCX8TajaRYBg,4.0,1213,3,New York,NY,10014,Desserts
Alta,XEugUtbw4rRmGr9S1XA-aQ,4.0,1722,3,New York,NY,10011,Tapas Bars
Lupa,yZJbealagfujEkgesAl2hA,4.0,1399,3,New York,NY,10012,Italian
The Spotted Pig,3LNcgFUGdwJil-KDQPZmdQ,3.5,2816,3,New York,NY,10014,Burgers
Takashi,6qzNc9Z9DHYYleKqrW_K3g,4.0,903,3,New York,NY,10014,Japanese
Zenkichi,DpZ7Xaub8Lhpg7VJdHaPpg,4.0,905,3,Brooklyn,NY,11249,Japanese
Blue Ribbon Brasserie - SoHo,txSykTj5nbwmpiVNoK_Dyg,4.5,875,3,New York,NY,10012,American (Traditional)
DeStefano's Steakhouse,hthvpEL7JEbfxfD6iP9axQ,4.5,692,3,Brooklyn,NY,11211,Steakhouses
Marc Forgione,DRitJoNGTkHXZvH_YpLIAw,4.5,852,3,New York,NY,10013,American (New)
Becco,QObHX0yR6zd0WfksRDbJTA,3.5,2519,3,New York,NY,10036,Italian
Locanda Verde,pk89jzL1RsE9U0thf_z6tw,4.0,1478,3,New York,NY,10013,Italian
Employees Only,SjG7CnTIuUBIo9T4BThkGQ,4.0,1344,3,New York,NY,10014,American (New)
Hatsuhana Sushi Restaurant,6lUsFj0KCao678o9L7QwUw,4.0,1115,3,New York,NY,10017,Japanese
Candle 79,MidK0WWI0_1tZL8AuR7Jhw,4.0,1241,3,New York,NY,10075,Vegetarian
Blossom,Ohi-o00luDtU7TMpVtJHJw,4.0,931,3,New York,NY,10011,Vegetarian
Toloache 50,Wx6lMnEh7dCmX-9PQF1Ifw,4.0,1649,3,New York,NY,10012,Mexican
Trattoria L'incontro,1ZKbUeFAs0ltSnAYq4ELKw,4.5,813,3,Astoria,NY,11105,Italian
Lure Fishbar - New York,aSFBv64GBpMOFPqIleeQFQ,4.0,1500,3,New York,NY,33139,Seafood
The Sea Fire Grill,ryvBsB9FrBBZDak87iGS1w,4.5,865,3,New York,NY,10017,Seafood
Please Don't Tell,aiRctIzCj9J3UqBHd-Z3HQ,4.0,1590,3,New York,NY,10009,Lounges
Gato,Ve9eysLcTjGLbKp7tjOd9w,4.0,992,3,New York,NY,10012,Mediterranean
Union Square Cafe,lXGCo-K7eftxRT_6E59-Iw,4.0,1092,3,New York,NY,10003,American (New)
Pearl Oyster Bar,6dSiCqC9x51PZRMOvdQTpA,4.0,789,3,New York,NY,10014,Seafood
Maison Premiere,O4rYM6YBj90W2u7RhG3Mvg,4.0,1040,3,Brooklyn,NY,11249,Seafood
Blue Ribbon Sushi,QR1YIRzFjd2bi5iBzT9zXg,4.0,1011,3,New York,NY,10012,Sushi Bars
Hangawi,xWUL-j6TQyKQHIfOtetu-Q,4.0,1028,3,New York,NY,10016,Vegetarian
Boucherie West Village,s3jou_L_LVYGkNHiuhjlew,4.5,601,3,New York,NY,10014,French
The Flatiron Room,3Ic4C60oSH1cV2jknUXSjQ,4.5,681,3,New York,NY,10010,Lounges
Flex Mussels,-P7qAIG1wr_gXW3nzIq5TA,4.0,950,3,New York,NY,10028,Seafood
Gramercy Tavern,veq1Bl1DW3UWMekZJUsG1Q,4.5,2580,4,New York,NY,10003,American (New)
Peter Luger,4yPqqJDJOQX69gC66YUDkA,4.0,4905,4,Brooklyn,NY,11211,Steakhouses
Le Bernardin,vRrVSB-LegwUwIxpkeRVtQ,4.5,2226,4,New York,NY,10019,French
Eleven Madison Park,nRO136GRieGtxz18uD61DA,4.5,1876,4,New York,NY,10010,American (New)
Del Frisco's Double Eagle Steakhouse,b8a-8u_A51v2IzyjLVsx6w,4.5,2578,4,New York,NY,10020,Steakhouses
Morimoto,t1w4qyqyfEdTPhoy-5t3FA,4.0,2842,4,New York,NY,10011,Japanese
Daniel,DZaN3bNWfwcm__sNw5bvDg,4.5,1436,4,New York,NY,10065,French
Per Se,1DfbZ0VsSCg9g1KILmnvzQ,4.5,1447,4,New York,NY,10019,French
Jean-Georges,PBUIaPtgnhmdHE3KHglK-g,4.5,1737,4,New York,NY,10023,French
Keens Steakhouse,pQuZDnefX038xurT1BhDXA,4.0,2212,4,New York,NY,10018,Steakhouses
Gotham Bar and Grill,_gzXNKarTxagBp6_PkmQKw,4.5,1462,4,New York,NY,10003,American (New)
Sushi Yasuda,7EaiwMVaNdQibSs0yYkE5Q,4.0,1979,4,New York,NY,10017,Japanese
Marea,H_KyiRhwho8rdlw_R93_0Q,4.0,1801,4,New York,NY,10019,Italian
Sushi Nakazawa,zGAQqDu0Ak2khVYs9WdQxw,4.5,1168,4,New York,NY,10014,Japanese
Babbo,-hUvO0C0A-pGZdiSKvjoFw,4.0,2250,4,New York,NY,10011,Italian
Quality Meats,kB-lmHs7yNwLIlQyp0kMmQ,4.0,1768,4,New York,NY,10019,Seafood
Del Posto,N-rwVhnEtXg8yY_TlB_KZw,4.0,1321,4,New York,NY,10011,Italian
Jungsik,fVsH6QIJPzXpVbgmeiolsA,4.5,496,4,New York,NY,10013,Korean
Blue Hill,4Objcs7HXSGuzpb0SOa-Jw,4.5,906,4,New York,NY,10011,American (New)
The Modern,_LJFf9YqpYxvExTvVxb7Rw,4.5,870,4,New York,NY,10019,American (New)
Ai Fiori,bEXTA_Gwo2oVg4gnFd9fNA,4.0,1114,4,New York,NY,10018,Italian
The River Café,4XX-zF8h5Lvrr22_tqU6-Q,4.0,963,4,Brooklyn,NY,11201,American (New)
Kura,nEkVibaTuIFEcTNtltFgJg,4.5,401,4,New York,NY,10009,Japanese
Churrascaria Plataforma,VnjcxOUuZAeJMiDIU-7hUQ,4.0,1236,4,New York,NY,10019,Brazilian
Craft,Rgm8BwcoqfIVSl2QSEOhbQ,4.0,942,4,New York,NY,10003,American (New)
Benjamin Steakhouse,sSSV7G16yUijp-Peq4fmsA,4.0,907,4,New York,NY,10017,Steakhouses
Chef's Table at Brooklyn Fare,diCW3Pj1PTVRSyol_d7cZw,4.5,454,4,New York,NY,10018,Japanese
Nobu Fifty Seven,SxKvgnkMMZdhBJcxxKQnww,4.0,1054,4,New York,NY,10019,Sushi Bars
Strip House,DijUyfUGs6WoN4dp0_OANQ,4.0,909,4,New York,NY,10003,Steakhouses
One If By Land Two If By Sea,B_HFzZkFsZgmzcea6R4exw,3.5,1302,4,New York,NY,10014,American (New)
Kyo Ya,ytABgZNWnFXQUjOYjh460A,4.5,429,4,New York,NY,10009,Japanese
Tanoshi Sushi Sake Bar,wSGZA3DOFSUvALZRKCM_Sw,4.5,539,4,New York,NY,10021,Sushi Bars
Aquavit,f7apP8A_0_KqcGQTK4V2TQ,4.0,687,4,New York,NY,10022,Scandinavian
Wolfgang's Steakhouse,ikb5lhHmb2xndNZM-jr_Mw,4.0,872,4,New York,NY,10016,Steakhouses
BLT Prime,bgKyR2yDILuDq9f7uKZYnw,4.0,761,4,New York,NY,10010,Steakhouses
Momofuku Ko,GticI2JB8Iw2ktRfLv6aRQ,4.5,241,4,New York,NY,10003,American (New)
Delmonico's,7NqFIuXuRwm6WuuseLxAVw,4.0,895,4,New York,NY,10004,Steakhouses
Carbone,7_hGsGEkHrjgAiYVjrCFnw,4.0,762,4,New York,NY,10012,Italian
Mastro's Steakhouse,iAoHFfB_T8U31PhIzD-o_g,4.5,510,4,New York,NY,10019,Steakhouses
Cafe Boulud,TQEajJ-kahYPOToGZIyyaA,4.0,623,4,New York,NY,10021,French
15 East Restaurant,GBWMJJ4_rDWqiXJ7AvHAOg,4.0,599,4,New York,NY,10003,Japanese
Estiatorio Milos,mhhTORjUdXj-UIDjyGmhBg,4.0,775,4,New York,NY,10019,Seafood
Gabriel Kreuther,pDwhlX9jNBGnjvyGR9jYWQ,4.5,299,4,New York,NY,10036,Bars
Sushi Azabu,oJZq1JmKalXXjqWRKfIjwA,4.0,401,4,New York,NY,10013,Sushi Bars
Indian Accent,1_pK5aQ47atF50oAKHADhA,4.5,408,4,New York,NY,10019,Indian
Sushi Of Gari,bHGETjP_InKy0sIVHFgHyw,4.0,574,4,New York,NY,10075,Sushi Bars
Aureole,UBCNhz-TSvBP3zo5PjFWrQ,4.0,819,4,New York,NY,10036,American (New)
Il Mulino New York - Downtown,DtnlLLvcqeEUIyZTypHnzw,4.0,494,4,New York,NY,10012,Italian
Hakkasan,rEbwps11tIERRkwQrIXQog,3.5,796,4,New York,NY,10036,Chinese
Le Coucou,obFs12x7mgYPGxgalBd22w,4.0,391,4,New York,NY,10013,French
Gazali's,-1xy3Bkvs4KYtEyoe-U3Ow,4.5,145,1,Des Moines,IA,50311,Greek
High Life Lounge,XFKxs56Wm3VpJXFKqUM3wg,4.0,182,1,Des Moines,IA,50309,Dive Bars
Tacos Mariana's,ezUKFaVKHqgb6OEN5akdiw,4.5,134,1,Des Moines,IA,50311,Mexican
A Dong Restaurant,0NWAuhxUfQoajRCqOO8d4A,4.0,229,1,Des Moines,IA,50309,Vegetarian
Ritual Cafe,ldG5GS-x6prTlC8ly1RuCg,4.5,117,1,Des Moines,IA,50309,Coffee & Tea
Zanzibar's Coffee Adventure,Sfu9iT-6d7uxbmmPU4i0QA,4.0,128,1,Des Moines,IA,50312,Coffee & Tea
Up-Down,csHwRCJBH31TKLtv9HL7AA,4.5,102,1,Des Moines,IA,50309,Bars
Horizon Line Coffee,VilTSRENXGPwjqFK4mrGBg,5.0,53,1,Des Moines,IA,50309,Coffee Roasteries
Pho All Seasons,68DZx2x1q1kBfTXemFK9Mw,4.5,114,1,Des Moines,IA,50316,Vietnamese
Scenic Route Bakery,FGj6gkyWq5bHT_xdyAr9Gw,4.5,100,1,Des Moines,IA,50309,Bakeries
Hagar's Manhattan Deli,W9BlXmrByky6mX8zh3Cm2w,4.5,101,1,Des Moines,IA,50312,Delis
Mars Cafe,ixMbVwUI4sNbixWnBieOcw,4.5,104,1,Des Moines,IA,50311,Coffee & Tea
Blaze Fast Fire'd Pizza,G3uH1AvgTkjZ3cTkIRiv4g,4.0,118,1,Des Moines,IA,50309,Salad
Fernando's Mexican Grill,mrWGQ0CnaiRcs9cVFlaqnA,4.5,77,1,Des Moines,IA,50311,Mexican
Tacopocalypse,59rNUb52GF0KVka2cTQdgw,3.5,315,1,Des Moines,IA,50309,Mexican
Krunkwich Ramen House & Dim Sum,FaQJSUcMecSwqNQ-GmJreQ,4.0,132,1,Des Moines,IA,50312,Ramen
Waveland Cafe,kVc5M3Y9Ua-kTOOviZia8w,4.0,139,1,Des Moines,IA,50311,Breakfast & Brunch
Le's Chinese Bar-B-Que,ikiCYNjXhbCmo3Fhtm9BQA,4.5,45,1,Des Moines,IA,50314,Chinese
Rolling Wok,pgl7fSM3q8642sGkdSiY4w,4.5,73,1,Des Moines,IA,50309,Chinese
B & B Grocery Meat & Deli,y0lPTWgztwjAP0oqeTlx1g,4.5,67,1,Des Moines,IA,50315,Grocery
Java Joes Coffeehouse,4Uvdv2bl5mqvXq797Bd3ww,4.0,129,1,Des Moines,IA,50309,Coffee & Tea
Snookies Malt Shop,nsTfU0VME5ZCYHxQtPPmIw,4.0,77,1,Des Moines,IA,50310,Ice Cream & Frozen Yogurt
Sam's Fine Food Egg Rolls,mXuR3Jk_k4tVdZBy5GC1KQ,4.5,68,1,Des Moines,IA,50315,Chinese
Aroy-Dee,qdkq4ZE1kcC8NMmxC3-GUg,4.5,51,1,Des Moines,IA,50315,Vietnamese
Bauder Pharmacy,h9bRwUCB_bKuOSPOSp0Z5g,4.5,42,1,Des Moines,IA,50312,Drugstores
Donut Hut,EF7h1NRXbBFfcWLKEN1KhQ,4.5,42,1,Des Moines,IA,50310,Donuts
Ted's Coney Island,_rTFefY_Dup0KuZvjcnu7A,4.0,72,1,Des Moines,IA,50312,Burgers
C Fresh Market,75zt-YP_NEux9KpH4rts6Q,4.5,48,1,Des Moines,IA,50314,Vietnamese
South Union Bread Cafe,eFF2wjJg7WngoHJ8wCP67A,4.0,55,1,Des Moines,IA,50309,Pizza
Classic Frozen Custard,yIDJsjIx-IGxtTgpRagefw,4.5,47,1,Des Moines,IA,50320,Ice Cream & Frozen Yogurt
University Library Cafe,-AKBXMENg6og2_p9XdzYuQ,4.5,49,1,Des Moines,IA,50311,Cafes
Smokey Row Coffee,wxEMYrAoeUSKhG6fHQCI8w,3.5,143,1,Des Moines,IA,50314,Coffee & Tea
La Cuscatleca Pupuseria & Restaurant,_2TWtKHgrNgM6JupzMRDgA,4.5,32,1,Des Moines,IA,50321,Salvadoran
Vietnam Cafe,k4kHgMBUmTjOWdr4fNsE3g,4.5,60,1,Des Moines,IA,50310,Vietnamese
Lzaza Indo-Pak Cuisine,X2mQOllHSvxPFw96DtVmlg,4.5,36,1,Des Moines,IA,50311,Pakistani
Capes Kafé,MslQlmPLU_D3oCM-vvHG5Q,4.5,36,1,Des Moines,IA,50309,Cafes
Mars Coffee Bar,e1tTJPdYEZptp4_6gyAA6g,4.5,34,1,Des Moines,IA,50309,Coffee & Tea
Smitty's Tenderloins Shop,S7ce02Nxsy9bLmBUQnArmg,4.0,87,1,Des Moines,IA,50315,American (Traditional)
"Uncle Wendell's BBQ Catering, and Bakery",8uAlMf7s5IVkkT0GapzVIw,4.5,51,1,Des Moines,IA,50312,Barbeque
Black Cat Ice Cream,hCH46A9AgmyKMqtJXG58CQ,4.5,36,1,Des Moines,IA,50309,Desserts
Palmers Deli and Market - Ingersoll,UBB2KOb1kPOufllc5a3mzQ,4.0,62,1,Des Moines,IA,50312,Delis
Hiland Bakery,xPVyAkjj7GF-hO73t77azQ,5.0,24,1,Des Moines,IA,50313,Bakeries
Nick's,rB91C7yIL8PKyX8ZxFD6Nw,4.0,68,1,Des Moines,IA,50315,Sandwiches
Pho 515,iO6Pv5dSMHLqIM9MTN_XsA,4.0,49,1,Des Moines,IA,50314,Vietnamese
Fawn's Asian Cuisine,gwAaNRxQ5BQyfNOfPbo5WA,4.0,43,1,Des Moines,IA,50316,Chinese
Pho 888,6aGmCQSlX2L5sfE1-B3kXw,3.5,76,1,Des Moines,IA,50314,Vietnamese
Teriyaki House,o1qxn_lYx7pcQ8lfE9CFlA,4.5,29,1,Des Moines,IA,50316,Japanese
Tequila Restaurante & Cantina,ZxOCcJz-SrxsPmA5jgNgcg,4.5,40,1,Des Moines,IA,50317,Mexican
Fuzzy's Taco Shop,jTVuWb-DUjyltAH2A8e7NA,3.0,128,1,Des Moines,IA,50309,Mexican
Carl's Place,s9Ye8K-s-kyD0hdF5Ep2vA,4.5,25,1,Des Moines,IA,50309,Dive Bars
Zombie Burger + Drink Lab,axPC_Mv7pjsyVlVASNfj7A,4.0,1016,2,Des Moines,IA,50309,Burgers
Wasabi Tao,EWR8Fe6KojIN4_zOv4v-jA,4.5,294,2,Des Moines,IA,50309,Japanese
Fong's Pizza,KkHR4CnO8Xk4ISiT8n0mjw,4.0,559,2,Des Moines,IA,50309,Pizza
Centro,AM8eN1XRCAktALneCIIGqQ,4.0,401,2,Des Moines,IA,50309,American (New)
El Bait Shop,xWw8LK7C5eajCFcrv_H6Vg,4.5,351,2,Des Moines,IA,50309,Bars
Flying Mango,wN0iABcxmQ0ayOITw-CD5A,4.5,309,2,Des Moines,IA,50310,Barbeque
St Kilda,Dm7AtN32TIdWUWdYJt2fYw,4.5,207,2,Des Moines,IA,50309,Cafes
La Mie,hLbyIE2mem2zseLRU-D02g,4.5,258,2,Des Moines,IA,50312,Bakeries
Americana,Xb6BcFtU2Hr26mfizCz28g,4.0,401,2,Des Moines,IA,50309,American (New)
Wasabi Chi,RnYfDCfvqVtgvJUkAkWuEw,4.5,204,2,Des Moines,IA,50310,Sushi Bars
Eatery A,hBClIZY5Oec15fmkHsfzIA,4.0,306,2,Des Moines,IA,50312,Mediterranean
Akebono 515,7EtdqYcINDyqdq-VZnBO_g,4.5,191,2,Des Moines,IA,50309,Sushi Bars
Jethro's BBQ,LIGpeC--UWQhuNFMAlTglg,4.0,281,2,Des Moines,IA,50311,Barbeque
Bubba,yPysKbumSjbx7bv2xhk6BA,4.0,221,2,Des Moines,IA,50309,Southern
Gong Fu Tea,lCPirkjKheVTAH5l9yrQdg,5.0,62,2,Des Moines,IA,50309,Coffee & Tea
Woody's Smoke Shack,rrbkXhy6JP-B86O29ntKeg,4.5,136,2,Des Moines,IA,50311,Barbeque
Hessen Haus,hufUA9WfHKzlbZCVvdfU2A,4.0,233,2,Des Moines,IA,50309,German
Simon's,WaD3NqmW6Et1CU3JS97CRA,4.5,109,2,Des Moines,IA,50322,Pizza
Gateway Market,8yizkm1YaKWwN8533TQcxg,4.0,169,2,Des Moines,IA,50312,Delis
Cafe Fuzion,keFS6_xi2CZgXucIXwQgtA,4.5,95,2,Des Moines,IA,50316,Vietnamese
Smokey D's BBQ,X0ms0azAn8rQyADIG-TPGQ,4.0,265,2,Des Moines,IA,50313,Barbeque
Molly's Cupcakes,xS-3dv8F4Bh9zpCMCT1kyQ,4.5,70,2,Des Moines,IA,50309,Cupcakes
Alba,5IBBExTg39pF3nxjIdx6Iw,4.0,144,2,Des Moines,IA,50309,American (New)
Open Sesame Cafe,mAFsEEGYSr4MEQQzAlQnGA,4.0,138,2,Des Moines,IA,50309,Mediterranean
RoCA,MKL5CsgC52dmZheWa2GFoQ,4.0,138,2,Des Moines,IA,50309,Bars
Malo,4YG2fXDFy8gkeR4v2FUfiA,3.5,259,2,Des Moines,IA,50309,Latin American
The Royal Mile,bOWJHT4hXANH9fke2qDZ2g,4.0,127,2,Des Moines,IA,50309,Pubs
Court Avenue Restaurant & Brewing,JqzgAOTcRTGL3eXtQoVtMA,3.5,243,2,Des Moines,IA,50309,American (Traditional)
Kathmandu Restaurant,MmBe3_nzGQlpJdhpBkodbQ,4.5,70,2,Des Moines,IA,50320,Indian
Sakari Sushi Lounge,l_pW1fax5vrvwYJEKs6Kvw,4.0,146,2,Des Moines,IA,50312,Sushi Bars
Buzzard Billy's,W2NrQ41NXvzPzEne54mfOg,4.0,160,2,Des Moines,IA,50309,Cajun/Creole
Skips,dyNd8crEoqG1gyXtvoHpqw,4.0,112,2,Des Moines,IA,50321,Desserts
Miyabi 9,6gafPIccopvsZStt75RwEA,4.0,131,2,Des Moines,IA,50309,Sushi Bars
Cheese Bar,4t3qxyPv8U6TRxqmMnKxTA,4.5,69,2,Des Moines,IA,50312,Cheese Shops
Mullets,gH8re21M-vfzM1Uf_NCdzA,4.0,117,2,Des Moines,IA,50315,Breakfast & Brunch
Gusto Pizza,TuxjbHIZ5Uywm9yfiaQM_Q,4.0,107,2,Des Moines,IA,50309,Pizza
Drake Diner,nt2kb83w7EJpJJJQCbXdLw,3.5,180,2,Des Moines,IA,50311,Diners
Iowa Taproom,nkjNynsetEfrB8Y8voOjig,3.5,179,2,Des Moines,IA,50309,American (Traditional)
Louie's Wine Dive,JYOjum6uYpTqxQ3MOccERQ,4.0,145,2,Des Moines,IA,50311,American (New)
Thai Flavors,qvWM_8-om15d0TBBOIKEJA,4.0,105,2,Des Moines,IA,50316,Thai
Angry Goldfish Pub And Eatery,b10WsB1eD_XolIeJHsQ22w,4.5,67,2,Des Moines,IA,50315,Pubs
The Stuffed Olive,4HSyJDrdujF0NZaithc69w,4.5,70,2,Des Moines,IA,50309,Tapas Bars
